Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle
14-07-2014,Monday,12:00:00 PM,55 Tiemann Place New York,Skyline
14-07-2014,Monday,12:00:00 PM,55 W 25 ST NYC,Skyline
14-07-2014,Monday,12:00:00 PM,55 W 26 St Nyc,American
14-07-2014,Monday,12:00:00 PM,55 Water St Nyc,Skyline
14-07-2014,Monday,12:00:00 PM,55 Water St Nyc,Diplo
14-07-2014,Monday,12:00:00 PM,55 Water St NYC,Diplo
14-07-2014,Monday,12:00:00 PM,55 West 44th Street New York,Skyline
14-07-2014,Monday,12:00:00 PM,55 West End Ave NYC,First Class
14-07-2014,Monday,12:00:00 PM,"550 Valley Road Montclair, NJ",Prestige
14-07-2014,Monday,12:00:00 PM,"550 Valley Road Montclair, NJ",Prestige
14-07-2014,Monday,12:00:00 PM,550 W 114 St Nyc,Prestige
14-07-2014,Monday,12:00:00 PM,550 W 45 St NYC,First Class
14-07-2014,Monday,12:00:00 PM,550 W 54 St Nyc,First Class
14-07-2014,Monday,12:00:00 PM,550 W 54 St NYC,First Class
14-07-2014,Monday,12:00:00 PM,550 West 54th Street New York,First Class
14-07-2014,Monday,12:00:00 PM,551 W 190 ST NYC,Skyline
14-07-2014,Monday,12:00:00 PM,"555 Main St Roosevelt Island, QU",First Class
14-07-2014,Monday,12:00:00 PM,"555 MAIN ST ROOSEVELT ISLAND, QU",Skyline
14-07-2014,Monday,12:00:00 PM,555 W 59 ST NYC,Diplo
14-07-2014,Monday,12:00:00 PM,555 W 59 ST NYC,Skyline
14-07-2014,Monday,12:00:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",First Class
14-07-2014,Monday,12:00:00 PM,Rangel Houses 159-14 Harlem River Dr New York,Skyline
14-07-2014,Monday,12:00:00 PM,sale por la 98th st  260 Riverside Dr NYC,Skyline
14-07-2014,Monday,12:00:00 PM,salida 187st///ezepasss 66 Overlook Ter NYC,Carmel
14-07-2014,Monday,12:00:00 PM,Villa Hermosa 9-11 E 107th St New York,Diplo
14-07-2014,Monday,12:00:00 PM,Village Care Assisted Living 510 W 46 St New York,Diplo
14-07-2014,Monday,12:00:00 PM,Village Care Assisted Living 510 W 46th St New York,First Class
14-07-2014,Monday,12:01:00 PM,  E 145th St Bronx,Carmel
14-07-2014,Monday,12:01:00 PM,"5 3h fordham hill fha#5 2400 Sedgwick Ave Jerome, BX",Skyline
14-07-2014,Monday,12:01:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Diplo
14-07-2014,Monday,12:01:00 PM,"main gate 2400 Sedgwick Ave Jerome, BX",First Class
14-07-2014,Monday,12:01:00 PM,por el frente 150 W 225 St NYC,Skyline
14-07-2014,Monday,12:01:00 PM,por el frente 150 W 225 St NYC,First Class
14-07-2014,Monday,12:01:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",First Class
14-07-2014,Monday,12:01:00 PM,POR LA 176 ST // UNITED PALLACE 4140 Broadway NYC,Diplo
14-07-2014,Monday,12:01:00 PM,RIDE AID  Broadway NYC,Skyline
14-07-2014,Monday,12:01:00 PM,SEGURO SOCIAL NE Broadway NYC,First Class
14-07-2014,Monday,12:02:00 PM, 1  GOOD AFTERNOON & GOD BLESS YOU ALL! Bronx,Skyline
14-07-2014,Monday,12:02:00 PM," 1 Halleck St Hunts Point, BX",First Class
14-07-2014,Monday,12:02:00 PM," 100 Erdman Pl Co-Op City, BX",First Class
14-07-2014,Monday,12:02:00 PM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Diplo
14-07-2014,Monday,12:02:00 PM,"5to centenario  132 W Fordham Rd Jerome, BX",Diplo
14-07-2014,Monday,12:02:00 PM,"minivan 55 W 167th St High Bridge, BX",American
14-07-2014,Monday,12:02:00 PM,"motel 1440 Sheridan Expy Foxhurst, BX",Skyline
14-07-2014,Monday,12:02:00 PM,"MOTEL 4563 3rd Ave Fordham, BX",First Class
14-07-2014,Monday,12:02:00 PM,por el frente 150 W 225 St NYC,Diplo
14-07-2014,Monday,12:02:00 PM,rg car 55 Nagle Ave NYC,Diplo
14-07-2014,Monday,12:02:00 PM,"STARBUCK NE Johnson Ave Kingsbridge, BX",Diplo
14-07-2014,Monday,12:02:00 PM,"TIRE CENTER NW Broadway Kingsbridge, BX",Skyline
14-07-2014,Monday,12:03:00 PM," 1 Orchard Beach Rd City Island, BX",Skyline
14-07-2014,Monday,12:03:00 PM," 100 Alcott Pl Co-Op City, BX",Prestige
14-07-2014,Monday,12:03:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Skyline
14-07-2014,Monday,12:03:00 PM,LA IGLESIA NW W 131 St NYC,Skyline
14-07-2014,Monday,12:03:00 PM,"minivan 1300 Sedgwick Ave High Bridge, BX",Skyline
14-07-2014,Monday,12:03:00 PM,"post office ""coreo"" nw Inwood Ave High Bridge, BX",Diplo
14-07-2014,Monday,12:03:00 PM,rite aid nw Broadway NYC,First Class
14-07-2014,Monday,12:03:00 PM,salida por beak st 91 Payson Ave NYC,Carmel
14-07-2014,Monday,12:03:00 PM,"skina nw   Dickerson Ave Kingsbridge, BX",Skyline
14-07-2014,Monday,12:04:00 PM," 1 Executive Blvd YONKERS, NY.",Skyline
14-07-2014,Monday,12:04:00 PM," 100 Elgar Pl Co-Op City, BX",Skyline
14-07-2014,Monday,12:04:00 PM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
14-07-2014,Monday,12:04:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Diplo
14-07-2014,Monday,12:04:00 PM,"7 FHA  2400 Sedgwick Ave Jerome, BX",Skyline
14-07-2014,Monday,12:04:00 PM,LEHMAN COLLEGE 2800 Goulden Ave Bronx,Diplo
14-07-2014,Monday,12:04:00 PM,"minivan 2465 Crotona Ave Fordham, BX",First Class
14-07-2014,Monday,12:04:00 PM,"PERSONAL 105 Clarke Pl E High Bridge, BX",Diplo
14-07-2014,Monday,12:04:00 PM,por el parqueo 150 W 225 St NYC,American
14-07-2014,Monday,12:04:00 PM,target  nw W 225 St Bronx,Diplo
14-07-2014,Monday,12:05:00 PM," 100 Erdman Pl Co-Op City, BX",Carmel
14-07-2014,Monday,12:05:00 PM," 1006 University Ave High Bridge, BX",Skyline
14-07-2014,Monday,12:05:00 PM," 1033 Bronx River Ave Soundview, BX",Diplo
14-07-2014,Monday,12:05:00 PM,delivery 4482 Broadway NYC,Carmel
14-07-2014,Monday,12:05:00 PM,"security booth 40 Richman Plz Morris Heights, BX",Skyline
14-07-2014,Monday,12:05:00 PM,Village Care Assisted Living 510 W 46th St New York,Carmel
14-07-2014,Monday,12:06:00 PM,"  Orchard Beach Rd Mott Haven, BX",American
14-07-2014,Monday,12:06:00 PM," 1 Gabriel Dr Baychester, BX",Carmel
14-07-2014,Monday,12:06:00 PM, 100 Casals Pl Bronx,Skyline
14-07-2014,Monday,12:06:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Diplo
14-07-2014,Monday,12:06:00 PM,"por 187 2417 Valentine Ave Fordham, BX",Prestige
14-07-2014,Monday,12:06:00 PM,por atras 4/ carro 5030 Broadway NYC,First Class
14-07-2014,Monday,12:06:00 PM,salida por beak st 91 Payson Ave NYC,Carmel
14-07-2014,Monday,12:06:00 PM,"starbouck ne Johnson Ave Kingsbridge, BX",Diplo
14-07-2014,Monday,12:06:00 PM,sub 476 W 143 St NYC,First Class
14-07-2014,Monday,12:07:00 PM,"GANZO FOOD MARKET NE Boston Rd Williamsbridge, BX",Diplo
14-07-2014,Monday,12:07:00 PM,"HOWARD JOHNSON 1300 Sedgwick Ave High Bridge, BX",Skyline
14-07-2014,Monday,12:07:00 PM,RIDE AID nw 207 broadway  NYC,Diplo
14-07-2014,Monday,12:07:00 PM,salida por beak st 115 Payson Ave NYC,First Class
14-07-2014,Monday,12:07:00 PM,SALON 21 Sherman Ave NYC,Skyline
14-07-2014,Monday,12:07:00 PM,squina nw 3 Ave NYC,Prestige
14-07-2014,Monday,12:07:00 PM,stop & shop supermarket 5716 Broadway Bronx,First Class
14-07-2014,Monday,12:07:00 PM,suite 6A 234 E 149th St Bronx,Skyline
14-07-2014,Monday,12:07:00 PM,Suite A 5 E 98 St New York,First Class
14-07-2014,Monday,12:07:00 PM,target arriba 40 W 225 St NYC,Diplo
14-07-2014,Monday,12:08:00 PM," 1011 Washington Ave Morrisania, BX",American
14-07-2014,Monday,12:08:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
14-07-2014,Monday,12:08:00 PM,CON CABLE 268 W Fordham Rd Bronx,First Class
14-07-2014,Monday,12:08:00 PM,"la bodega 600 E 178th St Tremont, BX",First Class
14-07-2014,Monday,12:08:00 PM,"storage  245 W Fordham Rd Jerome, BX",Carmel
14-07-2014,Monday,12:08:00 PM,super market ne Frederick Douglass Blvd NYC,First Class
14-07-2014,Monday,12:09:00 PM," 1  RIDGEHILL BLVD YONKERS, NY.",American
14-07-2014,Monday,12:09:00 PM, 1 Cardinal Spellman Pl Bronx,First Class
14-07-2014,Monday,12:09:00 PM,"5 2G FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo
14-07-2014,Monday,12:09:00 PM,"5 2G FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline
14-07-2014,Monday,12:09:00 PM,"8 FHA 2400 Sedgwick Ave Jerome, BX",First Class
14-07-2014,Monday,12:09:00 PM,por el frente 150 W 225 St NYC,First Class
14-07-2014,Monday,12:09:00 PM,"por el parque 150 W 225th St Kingsbridge, BX",Carmel
14-07-2014,Monday,12:09:00 PM,salon del reyno nw Audubon Ave NYC,Prestige
14-07-2014,Monday,12:09:00 PM,Suite D6 3130 Grand Concourse Bronx,First Class
14-07-2014,Monday,12:09:00 PM,"target nw Broadway Wakefield, BX",First Class
14-07-2014,Monday,12:09:00 PM,"train ne Light St Wakefield, BX",First Class
14-07-2014,Monday,12:09:00 PM,"VA HOSP 130 W Kingsbridge Rd Jerome, BX",First Class
15-07-2014,Tuesday,12:10:00 PM, 1 GOOD EVENING & GOD BLESS YOU ALL! Bronx,First Class
15-07-2014,Tuesday,12:10:00 PM, 1 GOOD EVENING & GOD BLESS YOU ALL! Bronx,First Class
15-07-2014,Tuesday,12:10:00 PM," 100 Donizetti Pl Co-Op City, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM," 1032 Aldus St Foxhurst, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM,556 3 AVE NYC,Skyline
15-07-2014,Tuesday,12:10:00 PM,557 Broadway Nyc,American
15-07-2014,Tuesday,12:10:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",American
15-07-2014,Tuesday,12:10:00 PM,"AGENCIA 364 E 188th St Fordham, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM,"esquina ne Courtlandt Ave Cortlandt, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM,MARINA REST. 338 Dyckman St NYC,Diplo
15-07-2014,Tuesday,12:10:00 PM,"personal 3065 Grand Concourse Fordham, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM,por el frente 150 W 225 St NYC,First Class
15-07-2014,Tuesday,12:10:00 PM,"salida por loring pl 120 W 183rd St Morris Heights, BX",Skyline
15-07-2014,Tuesday,12:10:00 PM,SALON  W 175 St NYC,Skyline
15-07-2014,Tuesday,12:10:00 PM,"UINIQUE STORE  W 234th St Kingsbridge, BX",Prestige
15-07-2014,Tuesday,12:11:00 PM," 100 Darrow Pl Co-Op City, BX",Skyline
15-07-2014,Tuesday,12:11:00 PM,"5 2G FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige
15-07-2014,Tuesday,12:11:00 PM,"8  FORDHAM  HILLMAIN GATE 2400 Sedgwick Ave Jerome, BX",Skyline
15-07-2014,Tuesday,12:11:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
15-07-2014,Tuesday,12:11:00 PM,esquina ne W 205 St NYC,Skyline
15-07-2014,Tuesday,12:11:00 PM,"lebanon 1650 Selwyn Ave Tremont, BX",Prestige
15-07-2014,Tuesday,12:11:00 PM,"main gate 2400 Sedgwick Ave Jerome, BX",Prestige
15-07-2014,Tuesday,12:11:00 PM,por el frente 150 W 225 St NYC,Diplo
15-07-2014,Tuesday,12:11:00 PM,"PRUEA 268 W Fordham Rd Jerome, BX",First Class
15-07-2014,Tuesday,12:11:00 PM,salon andrea 600 W 204 St NYC,First Class
15-07-2014,Tuesday,12:11:00 PM,"SCHOOL 2510 Marion Ave Fordham, BX",Carmel
15-07-2014,Tuesday,12:11:00 PM,twin donuts nw Broadway NYC,First Class
15-07-2014,Tuesday,12:12:00 PM," 1 E 198th St Jerome, BX",First Class
15-07-2014,Tuesday,12:12:00 PM,"490 East 184th Street, Bronx, NY, United S 490 E 184th St Bronx",First Class
15-07-2014,Tuesday,12:12:00 PM,"DAY'S INN 997 Brook Ave Cortlandt, BX",Diplo
15-07-2014,Tuesday,12:12:00 PM,"DIRECTIONS NW Saint Anns Ave South Bronx, BX",Prestige
15-07-2014,Tuesday,12:12:00 PM,"esquina ne Creston Ave Jerome, BX",Diplo
15-07-2014,Tuesday,12:12:00 PM,"interprice 619 E Fordham Rd Fordham, BX",First Class
15-07-2014,Tuesday,12:12:00 PM,"motel 1440 Sheridan Expy Foxhurst, BX",Carmel
15-07-2014,Tuesday,12:12:00 PM,por el parqueo 150 W 225 St NYC,Skyline
15-07-2014,Tuesday,12:12:00 PM,"staples  ne Broadway Kingsbridge, BX",Diplo
15-07-2014,Tuesday,12:12:00 PM,suv 235 Seaman Ave NYC,First Class
15-07-2014,Tuesday,12:12:00 PM,"train station nw Webster Ave Fordham, BX",Prestige
15-07-2014,Tuesday,12:12:00 PM,"wallgreens ne Broadway Kingsbridge, BX",Skyline
15-07-2014,Tuesday,12:13:00 PM,"  Bronxwood Ave Baychester, BX",First Class
15-07-2014,Tuesday,12:13:00 PM,"  E 149th St South Bronx, BX",American
15-07-2014,Tuesday,12:13:00 PM," -2260 University Ave Jerome, BX",First Class
15-07-2014,Tuesday,12:13:00 PM," 1000 Baychester Ave Co-Op City, BX",Skyline
15-07-2014,Tuesday,12:13:00 PM," 1010 Underhill Ave Soundview, BX",First Class
15-07-2014,Tuesday,12:13:00 PM," 1016 Bronx Park S Westfarms, BX",First Class
15-07-2014,Tuesday,12:13:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Diplo
15-07-2014,Tuesday,12:13:00 PM,"7 fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo
15-07-2014,Tuesday,12:13:00 PM,"8 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo
15-07-2014,Tuesday,12:13:00 PM,"CTOWNNNN 2358 University Ave Jerome, BX",American
15-07-2014,Tuesday,12:13:00 PM,"delivery 1601 Bronxdale Ave Parkchester, BX",Carmel
15-07-2014,Tuesday,12:13:00 PM,"loundry ne Jerome Ave Jerome, BX",Skyline
15-07-2014,Tuesday,12:13:00 PM,"popeye 223 E Fordham Rd Fordham, BX",Prestige
15-07-2014,Tuesday,12:13:00 PM,"prueba 268 W Fordham Rd Jerome, BX",First Class
15-07-2014,Tuesday,12:13:00 PM,"ROOM 28 NW Broadway Riverdale, BX",Carmel
15-07-2014,Tuesday,12:13:00 PM,STORAGE SW W 213 St NYC,American
15-07-2014,Tuesday,12:13:00 PM,Suite 7B 530 1 Ave New York,First Class
15-07-2014,Tuesday,12:14:00 PM," 1 Executive Blvd YONKERS, NY.",First Class
15-07-2014,Tuesday,12:14:00 PM," 100 Elgar Pl Co-Op City, BX",Carmel
15-07-2014,Tuesday,12:14:00 PM,"5TO CENTARIO 132 W Fordham Rd Jerome, BX",Diplo
15-07-2014,Tuesday,12:14:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",American
15-07-2014,Tuesday,12:14:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
15-07-2014,Tuesday,12:14:00 PM,"driveway 1145 University Ave High Bridge, BX",First Class
15-07-2014,Tuesday,12:14:00 PM,"nino 251 W Kingsbridge Rd Kingsbridge, BX",Skyline
15-07-2014,Tuesday,12:14:00 PM,por el frente 150 W 225 St NYC,First Class
15-07-2014,Tuesday,12:14:00 PM,"por la 177th st 1901 Grand Concourse Tremont, BX",First Class
15-07-2014,Tuesday,12:14:00 PM,por la 227 2711 Henry Hudson Pkwy W Bronx,First Class
15-07-2014,Tuesday,12:14:00 PM,post office nw W 204 St NYC,First Class
15-07-2014,Tuesday,12:14:00 PM,radio shak nw Broadway NYC,Skyline
15-07-2014,Tuesday,12:14:00 PM,rg car 579 W 215 St NYC,First Class
15-07-2014,Tuesday,12:14:00 PM,rg car 62 park terrace w NYC,Carmel
15-07-2014,Tuesday,12:14:00 PM,small dogsdog 270 Seaman Ave NYC,American
15-07-2014,Tuesday,12:14:00 PM,target  nw W 225 St Bronx,Skyline
15-07-2014,Tuesday,12:14:00 PM,Village Care Assisted Living 510 W 46 St NYC,Diplo
15-07-2014,Tuesday,12:15:00 PM,  419 W 17 St NYC,First Class
15-07-2014,Tuesday,12:15:00 PM," 1 Cardinal Spellman Pl Wakefield, BX",First Class
15-07-2014,Tuesday,12:15:00 PM," 100 E Mosholu Pkwy S Fordham, BX",First Class
15-07-2014,Tuesday,12:15:00 PM," 1000 Duncan St Baychester, BX",American
15-07-2014,Tuesday,12:15:00 PM," 1000 E 228th St Wakefield, BX",Skyline
15-07-2014,Tuesday,12:15:00 PM,"5 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class
15-07-2014,Tuesday,12:15:00 PM,55 New St NYC,Diplo
15-07-2014,Tuesday,12:15:00 PM,55 Perry St Nyc,Skyline
15-07-2014,Tuesday,12:15:00 PM,55 W 14 St Nyc,Prestige
15-07-2014,Tuesday,12:15:00 PM,55 W 25 ST NYC,First Class
15-07-2014,Tuesday,12:15:00 PM,55 Water St Nyc,Diplo
15-07-2014,Tuesday,12:15:00 PM,55 Water St Nyc,First Class
15-07-2014,Tuesday,12:15:00 PM,550 1 Ave Nyc,Skyline
15-07-2014,Tuesday,12:15:00 PM,550 W 54 St Nyc,Prestige
15-07-2014,Tuesday,12:15:00 PM,555 2 Ave Nyc,Skyline
15-07-2014,Tuesday,12:15:00 PM,555 W 53 St Nyc,Skyline
15-07-2014,Tuesday,12:15:00 PM,"556 Morris Avenue  Summit, NJ",Skyline
15-07-2014,Tuesday,12:15:00 PM,"apt$4 2400 Sedgwick Ave Jerome, BX",Carmel
15-07-2014,Tuesday,12:15:00 PM,"BANK OF THE AMERICA NE Pelham Pkwy S Parkchester, BX",First Class
15-07-2014,Tuesday,12:15:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class
15-07-2014,Tuesday,12:15:00 PM,"fordham plaza 420 E Fordham Rd Fordham, BX",Diplo
15-07-2014,Tuesday,12:15:00 PM,Rangel Houses 159-14 Harlem River Dr New York,Prestige
15-07-2014,Tuesday,12:15:00 PM,"ROOM 15 NW Broadway Riverdale, BX",Diplo
15-07-2014,Tuesday,12:15:00 PM,"ROOSVELT HS 500 E Fordham Rd Fordham, BX",First Class
15-07-2014,Tuesday,12:15:00 PM,target  40 W 225 St NYC,First Class
15-07-2014,Tuesday,12:15:00 PM,Villa Hermosa 9-11 E 107th St New York,Diplo
16-07-2014,Wednesday,12:16:00 PM,  4781 Broadway NYC,First Class
16-07-2014,Wednesday,12:16:00 PM,"  600 E 137th St Mott Haven, BX",First Class
16-07-2014,Wednesday,12:16:00 PM," 1  E Tremont Ave Morris Heights, BX",First Class
16-07-2014,Wednesday,12:16:00 PM," 100 Alcott Pl Co-Op City, BX",American
16-07-2014,Wednesday,12:16:00 PM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
16-07-2014,Wednesday,12:16:00 PM,"DEAF 1215 Zerega Ave Parkchester, BX",Skyline
16-07-2014,Wednesday,12:16:00 PM,"dunking donut 4115 3rd Ave Tremont, BX",Skyline
16-07-2014,Wednesday,12:16:00 PM,"k tiempo 669 Arnow Ave Williamsbridge, BX",Skyline
16-07-2014,Wednesday,12:16:00 PM,"prueba 268 W Fordham Rd Jerome, BX",Diplo
16-07-2014,Wednesday,12:16:00 PM,"storage 586 River Ave Cortlandt, BX",Diplo
16-07-2014,Wednesday,12:16:00 PM,"supermarket 4332 White Plains Rd Wakefield, BX",Skyline
16-07-2014,Wednesday,12:17:00 PM, 10 Gabriel Dr Bronx,Prestige
16-07-2014,Wednesday,12:17:00 PM," 10 W 195th St Jerome, BX",Prestige
16-07-2014,Wednesday,12:17:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Prestige
16-07-2014,Wednesday,12:17:00 PM,"court house nw Grand Concourse Cortlandt, BX",Diplo
16-07-2014,Wednesday,12:17:00 PM,"delivery 5 Buchanan Pl Morris Heights, BX",Skyline
16-07-2014,Wednesday,12:17:00 PM,salon 599 W 204 St NYC,Prestige
16-07-2014,Wednesday,12:17:00 PM,"starbucks nw   Johnson Ave Kingsbridge, BX",First Class
16-07-2014,Wednesday,12:17:00 PM,TARGET PARKING 40 W 225 St NYC,Diplo
16-07-2014,Wednesday,12:18:00 PM,"7 FHA 2400 Sedgwick Ave Jerome, BX",Diplo
16-07-2014,Wednesday,12:18:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class
16-07-2014,Wednesday,12:18:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:18:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:18:00 PM,"credic card 3010 Grand Concourse Fordham, BX",Diplo
16-07-2014,Wednesday,12:18:00 PM,"EMERGENCIA 3415 Bainbridge Ave Williamsbridge, BX",First Class
16-07-2014,Wednesday,12:18:00 PM,"esquina ne W 230th St Kingsbridge, BX",Skyline
16-07-2014,Wednesday,12:18:00 PM,"main entrance 2400 Sedgwick Ave Jerome, BX",Skyline
16-07-2014,Wednesday,12:18:00 PM,prueeeeeeeeeeeeeeeeeba 268 W Fordham Rd Bronx,Skyline
16-07-2014,Wednesday,12:18:00 PM,squina nw   Nagle Ave NYC,First Class
16-07-2014,Wednesday,12:18:00 PM,"storaghe post  305 W Fordham Rd Jerome, BX",First Class
16-07-2014,Wednesday,12:18:00 PM,suv 476 W 143 St NYC,Prestige
16-07-2014,Wednesday,12:19:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Skyline
16-07-2014,Wednesday,12:19:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",First Class
16-07-2014,Wednesday,12:19:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
16-07-2014,Wednesday,12:19:00 PM,"back gate 2400 Sedgwick Ave Jerome, BX",Skyline
16-07-2014,Wednesday,12:19:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:19:00 PM,"BASE 170 W Fordham Rd Jerome, BX",First Class
16-07-2014,Wednesday,12:19:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Prestige
16-07-2014,Wednesday,12:19:00 PM,"niÒos 3314 Bainbridge Ave Williamsbridge, BX",Diplo
16-07-2014,Wednesday,12:19:00 PM,salikda por la 66 en el driveway 142 West End Ave NYC,Skyline
16-07-2014,Wednesday,12:19:00 PM,"STRBUCK CAFE SW Johnson Ave Kingsbridge, BX",American
16-07-2014,Wednesday,12:19:00 PM,Village Care Assisted Living 510 W 46 St New York,Diplo
16-07-2014,Wednesday,12:19:00 PM,Village Care Assisted Living 510 W 46th St New York,Diplo
16-07-2014,Wednesday,12:20:00 PM,  419 W 17 St NYC,Diplo
16-07-2014,Wednesday,12:20:00 PM," 100 Benchley Pl Co-Op City, BX",Diplo
16-07-2014,Wednesday,12:20:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Diplo
16-07-2014,Wednesday,12:20:00 PM,555 W 59 St Nyc,Diplo
16-07-2014,Wednesday,12:20:00 PM,"BASE --- 170 W Fordham Rd Jerome, BX",First Class
16-07-2014,Wednesday,12:20:00 PM,"CTOWN NW 3rd Ave Morrisania, BX",Skyline
16-07-2014,Wednesday,12:20:00 PM,"delivery 1497 Crotona Pl Morrisania, BX",Skyline
16-07-2014,Wednesday,12:20:00 PM,"menor 2385 Grand Ave Jerome, BX",Diplo
16-07-2014,Wednesday,12:20:00 PM,por la parte de atras MERRIAM AV 1380 University Ave Bronx,American
16-07-2014,Wednesday,12:20:00 PM,rg car 55 Nagle Ave NYC,First Class
16-07-2014,Wednesday,12:20:00 PM,SLIM JIM FREENTE AL BANCO NW Broadway NYC,Prestige
16-07-2014,Wednesday,12:20:00 PM,starbouck nw   W 225 St NYC,First Class
16-07-2014,Wednesday,12:20:00 PM,tow car 30 Ellwood St NYC,Prestige
16-07-2014,Wednesday,12:21:00 PM,"flea market ne 3rd Ave Fordham, BX",First Class
16-07-2014,Wednesday,12:21:00 PM,LINCOLN HOSP 234 E 149th St Bronx,First Class
16-07-2014,Wednesday,12:21:00 PM,"por la 183 st 2253 University Ave Jerome, BX",First Class
16-07-2014,Wednesday,12:21:00 PM,"PRUEBAAAA 268 W Fordham Rd Jerome, BX",Diplo
16-07-2014,Wednesday,12:21:00 PM,"salon 1105 Castle Hill Ave Soundview, BX",Diplo
16-07-2014,Wednesday,12:21:00 PM,salon 4915 Broadway NYC,Skyline
16-07-2014,Wednesday,12:21:00 PM,SQUINA NW Lexington Ave NYC,First Class
16-07-2014,Wednesday,12:21:00 PM,SUITE 5D 10 Union Sq E New York,Diplo
16-07-2014,Wednesday,12:21:00 PM,TARGET PARKING 50 W 225 St NYC,Skyline
16-07-2014,Wednesday,12:22:00 PM,"  E 144th  Mott Haven, BX",Diplo
16-07-2014,Wednesday,12:22:00 PM, 1  GOOD AFTERNOON & GOD BLESS YOU ALL! Bronx,First Class
16-07-2014,Wednesday,12:22:00 PM,"BASE , CREDIT CARD 170 W Fordham Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:22:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
16-07-2014,Wednesday,12:22:00 PM,"DELIVERY 5 Buchanan Pl Morris Heights, BX",Skyline
16-07-2014,Wednesday,12:22:00 PM,"parqueo ne Jerome Ave Jerome, BX",Diplo
16-07-2014,Wednesday,12:22:00 PM,por academy st 4841 Broadway NYC,Diplo
16-07-2014,Wednesday,12:22:00 PM,por academy st 4841 Broadway NYC,Skyline
16-07-2014,Wednesday,12:22:00 PM,por el frente 150 W 225 St NYC,First Class
16-07-2014,Wednesday,12:22:00 PM,REG CAR 19 DONGA PL NYC,Prestige
16-07-2014,Wednesday,12:22:00 PM,sale por la 217st 75 Park Ter E NYC,Carmel
16-07-2014,Wednesday,12:22:00 PM,"staples nw   W 232nd St Kingsbridge, BX",Diplo
16-07-2014,Wednesday,12:22:00 PM,"supermarket nw Archer St Westfarms, BX",Carmel
16-07-2014,Wednesday,12:22:00 PM,target arriba 40 W 225 St NYC,Prestige
16-07-2014,Wednesday,12:22:00 PM,"VA HOSP 130 W Kingsbridge Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:23:00 PM," 10 E 198th St Jerome, BX",First Class
16-07-2014,Wednesday,12:23:00 PM,"5TO CENTENARIO 132 W Fordham Rd Jerome, BX",Skyline
16-07-2014,Wednesday,12:23:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Carmel
16-07-2014,Wednesday,12:23:00 PM,"construccion 3900 Webster Ave Williamsbridge, BX",Diplo
16-07-2014,Wednesday,12:23:00 PM,"nunan plaza 135 W 168th St High Bridge, BX",Carmel
